DATA;TIPO;NR;PROCEDIMENTO;DESCRIÇÃO: MATERIAL / SERVIÇO / PATRONAL;VALOR;DEFERIDO POR;CODIGO;Unidade;TIPO DE EMPENHO;UNIDADE;OBS;COD;TIPO;OBS
15/03/22;INF;39;368-45.2022;Contribuição Patronal - Serviços de limpeza de bebedouro;18;;20GPC;33914718;OUTROS;OUTRO;191;6ZE;estimativo;INF391820GPC/33914718-OUTROS--191
31/03/22;EMP;198;537-50.2022;D.E.A. - Despacho de bagagem por servidor;220;DG;20GPC;999999999;OUTROS;OUTRO;190;SETRAN;ordinario;EMP19822020GPC/999999999-OUTROS--190
24/03/22;EMP;160;563-48.2022;Digitadores - CAE e OCA;249776,62;PRESI;20GPC;999999999;OUTROS;OUTRO;190;1ZE;global;"EMP160249776;6220GPC/999999999-OUTROS--190"
17/03/22;INF;42;563-48.2022;Digitadores - Fechamento do Cadastro Eleitoral;260875,9;;PLEIT;33903701;FUN APOIO;STI ;288;ASPLAN;global;"INF42260875;9PLEIT/33903701-FUN APOIO-STI -288"
23/03/22;EMP;140;567-85.2022;Digitadores - Fechamento do Cadastro Eleitoral - PAE CAPIXABA;3720;DG;PLEIT;33903701;FUN APOIO;STI ;288;ASPLAN;global;EMP1403720PLEIT/33903701-FUN APOIO-STI -288
17/03/22;EMP;121;566-03.2022;Aquisição de cestos de lixo;267;SAO;20GPC;33903022;ADM MATAUX;SEALM;147;SEALM;ordinario;EMP12126720GPC/33903022-ADM MATAUX-SEALM-147
07/04/22;EMP;212;294-09.2022;Contratação de consultoria pela EJE;39840;DG;20GPC;999999999;OUTROS;OUTRO;190;EJE;ordinario;EMP2123984020GPC/999999999-OUTROS--190
13/04/22;EMP;224;2815-58.2021;Link de acesso a internet temporário - SESI;1660;SAO;PLEIT;99999999;OUTROS;OUTRO;298;CIE ;global;EMP2241660PLEIT/99999999-OUTROS--298
17/03/22;INF;47;2705-59.2021;Manutenção de urnas eletrônicas;178323,2;;PLEIT;33904012;UEL MANPREV;STI ;289;STI;global;"INF47178323;2PLEIT/33904012-UEL MANPREV-STI -289"
13/04/22;EMP;225;357-34.2022;Assinatura do sistema web Gestão Tributária;7188;SAO;20GPC;33903901;ADM ASSINA;SECON;150;COFIN;ordinario;EMP225718820GPC/33903901-ADM ASSINA-SECON-150
22/03/22;EMP;128;588-61.2022;Camisetas para e-título;6415;DG;PLEIT;33903023;FUN MATAUX;SEMAP;268;ASCOM;ordinario;EMP1286415PLEIT/33903023-FUN MATAUX-SEMAP-268
25/03/22;EMP;182;509-67.2022;Aquisição de água mineral - 5ZE;780;SAO;20GPC;999999999;OUTROS;OUTRO;190;5ZE;estimativo;EMP18278020GPC/999999999-OUTROS--190
30/03/22;EMP;191;550-49.2022;Curso de Tesouro Gerencial Básico;8000;SAO;CAPAC;33903948;AC CAPPAC;SEDES;5;SEDES;ordinario;EMP1918000CAPAC/33903948-AC CAPPAC-SEDES-5
20/04/22;EMP;238;805-12.2019;Taxa de Coleta de Lixo dos imóveis da Capital - competência 2022;2314,83;SAO;20GPC;33904710;IEF LIMPEZ;SEAD;138;SEADE;ordinario;"EMP2382314;8320GPC/33904710-IEF LIMPEZ-SEAD-138"
28/03/22;EMP;188;365-90.2022;Fornecimento de Água - PAE PORTO ACRE;420;SAO;20GPC;33903007;ADM MATAUX;SEAD;118;6ZE;estimativo;EMP18842020GPC/33903007-ADM MATAUX-SEAD-118
28/03/22;EMP;188;365-90.2022;Fornecimento de Gás - PAE PORTO ACRE;290;SAO;20GPC;33903004;ADM MATAUX;SEAD;117;6ZE;estimativo;EMP18829020GPC/33903004-ADM MATAUX-SEAD-117
30/03/22;EMP;193;152-02.2022;Serviços de capina - PAE PORTO ACRE;3850;SAO;20GPC;999999999;OUTROS;OUTRO;190;1ZE;global;EMP193385020GPC/999999999-OUTROS--190
30/03/22;EMP;194;152-02.2022;Contribuição Patronal dos Serviços de capina - PAE PORTO ACRE;770;SAO;20GPC;33914718;OUTROS;OUTRO;191;1ZE;global;EMP19477020GPC/33914718-OUTROS--191
05/04/22;EMP;206;502-84.2022;Serviços de limpeza de ares condicionados;1920;SAO;20GPC;33903917;IEF MANPRE;SEAD;126;2ZE;estimativo;EMP206192020GPC/33903917-IEF MANPRE-SEAD-126
05/04/22;EMP;208;502-84.2022;Contribuição Patronal - Serviços de limpeza de ares condicionados;384;SAO;20GPC;33914718;OUTROS;OUTRO;191;2ZE;estimativo;EMP20838420GPC/33914718-OUTROS--191
05/04/22;EMP;207;502-84.2022;Serviços de limpeza de bebedouro;160;SAO;20GPC;33903917;ADM MANMAQ;SEAD;127;2ZE;estimativo;EMP20716020GPC/33903917-ADM MANMAQ-SEAD-127
05/04/22;EMP;209;502-84.2022;Contribuição Patronal - Serviços de limpeza de bebedouro;32;SAO;20GPC;33914718;OUTROS;OUTRO;191;2ZE;estimativo;EMP2093220GPC/33914718-OUTROS--191
04/04/22;EMP;205;502-84.2022;Lavagem de veículos;800;SAO;20GPC;33903919;ADM MANVEI;SETRAN;160;2ZE;estimativo;EMP20580020GPC/33903919-ADM MANVEI-SETRAN-160
04/05/22;EMP;204;502-84.2022;Aquisição de água mineral;294;SAO;20GPC;33903007;ADM MATAUX;SEAD;118;2ZE;estimativo;EMP20429420GPC/33903007-ADM MATAUX-SEAD-118
04/05/22;EMP;204;502-84.2022;Aquisição de vasilhame para água mineral;110;SAO;20GPC;33903019;ADM MATAUX;SEAD;120;2ZE;estimativo;EMP20411020GPC/33903019-ADM MATAUX-SEAD-120
23/03/22;EMP;131;2115-82.2021;Serviços de Carregadores - Horas Extras 50 %;502,66;DG;20GPC;33903701;ADM APOIO;PROTO;109;PROTO;global;"EMP131502;6620GPC/33903701-ADM APOIO-PROTO-109"
23/03/22;EMP;132;2115-82.2021;Serviços de Carregadores - Horas Extras 100 %;491,7;DG;20GPC;33903701;ADM APOIO;PROTO;109;PROTO;global;"EMP132491;720GPC/33903701-ADM APOIO-PROTO-109"
23/03/22;EMP;133;2115-82.2021;Serviços de Carregadores - Diárias Sem Pernoite;1974,42;DG;20GPC;33903701;ADM APOIO;PROTO;109;PROTO;global;"EMP1331974;4220GPC/33903701-ADM APOIO-PROTO-109"
23/03/22;EMP;134;2115-82.2021;Serviços de Carregadores - Diárias Com Pernoite;3948,84;DG;20GPC;33903701;ADM APOIO;PROTO;109;PROTO;global;"EMP1343948;8420GPC/33903701-ADM APOIO-PROTO-109"
23/03/22;EMP;135;2115-82.2021;Serviços de Carregadores - Pleitos;41395,84;DG;PLEIT;99999999;OUTROS;OUTRO;298;PROTO;global;"EMP13541395;84PLEIT/99999999-OUTROS--298"
23/03/22;EMP;136;2115-82.2021;Serviços de Carregadores - Pleitos - HE 50%;1005,32;DG;PLEIT;99999999;OUTROS;OUTRO;298;PROTO;global;"EMP1361005;32PLEIT/99999999-OUTROS--298"
23/03/22;EMP;137;2115-82.2021;Serviços de Carregadores - Pleitos - HE 100%;1507,88;DG;PLEIT;99999999;OUTROS;OUTRO;298;PROTO;global;"EMP1371507;88PLEIT/99999999-OUTROS--298"
23/03/22;EMP;138;2115-82.2021;Serviços de Carregadores - Pleitos - Diárias Sem Pernoite;7020,16;DG;PLEIT;99999999;OUTROS;OUTRO;298;PROTO;global;"EMP1387020;16PLEIT/99999999-OUTROS--298"
23/03/22;EMP;139;2115-82.2021;Serviços de Carregadores - Pleitos - Diárias Com Pernoite;17989,16;DG;PLEIT;99999999;OUTROS;OUTRO;298;PROTO;global;"EMP13917989;16PLEIT/99999999-OUTROS--298"
23/03/22;EMP;141;567-85.2022;Digitadores - Fechamento do Cadastro Eleitoral - FORUM DA 6ª ZE;7471;DG;PLEIT;33903701;FUN APOIO;STI ;288;ASPLAN;global;EMP1417471PLEIT/33903701-FUN APOIO-STI -288
23/03/22;EMP;142;567-85.2022;Digitadores - Fechamento do Cadastro Eleitoral - PAE ASSIS BRASIL;3720;DG;PLEIT;33903701;FUN APOIO;STI ;288;ASPLAN;global;EMP1423720PLEIT/33903701-FUN APOIO-STI -288
23/03/22;EMP;144;567-85.2022;Digitadores - Fechamento do Cadastro Eleitoral - PAE ACRELÂNDIA;3720;DG;PLEIT;33903701;FUN APOIO;STI ;288;ASPLAN;global;EMP1443720PLEIT/33903701-FUN APOIO-STI -288
23/03/22;EMP;145;567-85.2022;Digitadores - Fechamento do Cadastro Eleitoral - PAE PLÁCIDO DE CASTRO;3720;DG;PLEIT;33903701;FUN APOIO;STI ;288;ASPLAN;global;EMP1453720PLEIT/33903701-FUN APOIO-STI -288
23/03/22;EMP;146;567-85.2022;Digitadores - Fechamento do Cadastro Eleitoral - FÓRUM 3ª ZE;14973;DG;PLEIT;33903701;FUN APOIO;STI ;288;ASPLAN;global;EMP14614973PLEIT/33903701-FUN APOIO-STI -288
23/03/22;EMP;147;567-85.2022;Digitadores - Fechamento do Cadastro Eleitoral - PAE MANOEL URBANO;3720;DG;PLEIT;33903701;FUN APOIO;STI ;288;ASPLAN;global;EMP1473720PLEIT/33903701-FUN APOIO-STI -288
23/03/22;EMP;148;567-85.2022;Digitadores - Fechamento do Cadastro Eleitoral - PAE SANTA ROSA;3704,19;DG;PLEIT;33903701;FUN APOIO;STI ;288;ASPLAN;global;"EMP1483704;19PLEIT/33903701-FUN APOIO-STI -288"
23/03/22;EMP;149;567-85.2022;Digitadores - Fechamento do Cadastro Eleitoral - FÓRUM 3ª ZE;11222,18;DG;PLEIT;33903701;FUN APOIO;STI ;288;ASPLAN;global;"EMP14911222;18PLEIT/33903701-FUN APOIO-STI -288"
23/03/22;EMP;150;567-85.2022;Digitadores - Fechamento do Cadastro Eleitoral - PAE JÓRDÃO;3723,33;DG;PLEIT;33903701;FUN APOIO;STI ;288;ASPLAN;global;"EMP1503723;33PLEIT/33903701-FUN APOIO-STI -288"
23/03/22;EMP;151;567-85.2022;Digitadores - Fechamento do Cadastro Eleitoral - FÓRUM 3ª ZE;3704,32;DG;PLEIT;33903701;FUN APOIO;STI ;288;ASPLAN;global;"EMP1513704;32PLEIT/33903701-FUN APOIO-STI -288"
23/03/22;EMP;152;567-85.2022;Digitadores - Fechamento do Cadastro Eleitoral - FÓRUM 4ª ZE;16428,61;DG;PLEIT;33903701;FUN APOIO;STI ;288;ASPLAN;global;"EMP15216428;61PLEIT/33903701-FUN APOIO-STI -288"
23/03/22;EMP;153;567-85.2022;Digitadores - Fechamento do Cadastro Eleitoral - PAE MÂNCIO LIMA;3723,33;DG;PLEIT;33903701;FUN APOIO;STI ;288;ASPLAN;global;"EMP1533723;33PLEIT/33903701-FUN APOIO-STI -288"
23/03/22;EMP;154;567-85.2022;Digitadores - Fechamento do Cadastro Eleitoral - PAE MAL. THAUMATURGO;7412,3;DG;PLEIT;33903701;FUN APOIO;STI ;288;ASPLAN;global;"EMP1547412;3PLEIT/33903701-FUN APOIO-STI -288"
23/03/22;EMP;155;567-85.2022;Digitadores - Fechamento do Cadastro Eleitoral - PAE PORTO WALTER;7412,3;DG;PLEIT;33903701;FUN APOIO;STI ;288;ASPLAN;global;"EMP1557412;3PLEIT/33903701-FUN APOIO-STI -288"
23/03/22;EMP;156;567-85.2022;Digitadores - Fechamento do Cadastro Eleitoral - FÓRUM 8ª ZE;7471;DG;PLEIT;33903701;FUN APOIO;STI ;288;ASPLAN;global;EMP1567471PLEIT/33903701-FUN APOIO-STI -288
23/03/22;EMP;157;567-85.2022;Digitadores - Fechamento do Cadastro Eleitoral - PAE RODRIGUES ALVES;3723,33;DG;PLEIT;33903701;FUN APOIO;STI ;288;ASPLAN;global;"EMP1573723;33PLEIT/33903701-FUN APOIO-STI -288"
24/03/22;EMP;159;567-85.2022;Digitadores - Fechamento do Cadastro Eleitoral - GINÁSIO DO SESI;249286,27;DG;PLEIT;33903701;FUN APOIO;STI ;288;ASPLAN;global;"EMP159249286;27PLEIT/33903701-FUN APOIO-STI -288"
24/03/22;EMP;161;567-85.2022;Digitadores - Fechamento do Cadastro Eleitoral - PAE PORTO ACRE;7726,42;DG;PLEIT;33903701;FUN APOIO;STI ;288;ASPLAN;global;"EMP1617726;42PLEIT/33903701-FUN APOIO-STI -288"
24/03/22;EMP;162;567-85.2022;Digitadores - Fechamento do Cadastro Eleitoral - PAE BUJARI;3863,21;DG;PLEIT;33903701;FUN APOIO;STI ;288;ASPLAN;global;"EMP1623863;21PLEIT/33903701-FUN APOIO-STI -288"
24/03/22;INF;56;1812-68.2021;Serviços terceirizados de estoquistas;57854,54;;20GPC;33903701;ADM APOIO;SEALM;149;SEALM;global;"INF5657854;5420GPC/33903701-ADM APOIO-SEALM-149"
25/03/22;EMP;186;600-48.2022;Fornecimento de Água - PAE BUJARI;490;SAO;20GPC;33903007;ADM MATAUX;SEAD;118;6ZE;estimativo;EMP18649020GPC/33903007-ADM MATAUX-SEAD-118
25/03/22;EMP;186;600-48.2022;Fornecimento de Gás - PAE BUJARI;320;SAO;20GPC;33903004;ADM MATAUX;SEAD;117;6ZE;estimativo;EMP18632020GPC/33903004-ADM MATAUX-SEAD-117
24/03/22;EMP;163;124-37.2022;Telefonia fixa;22000;DG;20GPC;33903958;ADM TELEFO;PROTO;113;PROTO;estimativo;EMP1632200020GPC/33903958-ADM TELEFO-PROTO-113
24/03/22;EMP;164;124-37.2022;Telefonia fixa;6000;DG;20GPC;33903958;ADM TELEFO;PROTO;113;PROTO;estimativo;EMP164600020GPC/33903958-ADM TELEFO-PROTO-113
24/03/22;EMP;165;124-37.2022;Telefonia fixa;10699,2;DG;20GPC;33903958;ADM TELEFO;PROTO;113;PROTO;estimativo;
24/03/22;EMP;166;124-37.2022;Telefonia fixa;10692;DG;20GPC;33903958;ADM TELEFO;PROTO;113;PROTO;estimativo;EMP1661069220GPC/33903958-ADM TELEFO-PROTO-113
24/03/22;EMP;167;124-37.2022;Telefonia fixa;74077,5;DG;20GPC;33903958;ADM TELEFO;PROTO;113;PROTO;estimativo;"EMP16774077;520GPC/33903958-ADM TELEFO-PROTO-113"
24/03/22;EMP;168;124-37.2022;Telefonia fixa;245,34;DG;20GPC;33903958;ADM TELEFO;PROTO;113;PROTO;estimativo;"EMP168245;3420GPC/33903958-ADM TELEFO-PROTO-113"
24/03/22;EMP;169;124-37.2022;Telefonia fixa;973,4;DG;20GPC;33903958;ADM TELEFO;PROTO;113;PROTO;estimativo;"EMP169973;420GPC/33903958-ADM TELEFO-PROTO-113"
24/03/22;EMP;170;124-37.2022;Telefonia fixa;8900,1;DG;20GPC;33903958;ADM TELEFO;PROTO;113;PROTO;estimativo;"EMP1708900;120GPC/33903958-ADM TELEFO-PROTO-113"
24/03/22;EMP;171;124-37.2022;Telefonia fixa;600;DG;20GPC;33903958;ADM TELEFO;PROTO;113;PROTO;estimativo;EMP17160020GPC/33903958-ADM TELEFO-PROTO-113
24/03/22;EMP;172;124-37.2022;Telefonia fixa;11998,8;DG;20GPC;33903958;ADM TELEFO;PROTO;113;PROTO;estimativo;"EMP17211998;820GPC/33903958-ADM TELEFO-PROTO-113"
24/03/22;EMP;173;124-37.2022;Telefonia fixa;13198,8;DG;20GPC;33903958;ADM TELEFO;PROTO;113;PROTO;estimativo;"EMP17313198;820GPC/33903958-ADM TELEFO-PROTO-113"
24/03/22;EMP;174;124-37.2022;Telefonia fixa;14398,8;DG;20GPC;33903958;ADM TELEFO;PROTO;113;PROTO;estimativo;"EMP17414398;820GPC/33903958-ADM TELEFO-PROTO-113"
24/03/22;EMP;175;124-37.2022;Telefonia fixa;15598,8;DG;20GPC;33903958;ADM TELEFO;PROTO;113;PROTO;estimativo;"EMP17515598;820GPC/33903958-ADM TELEFO-PROTO-113"
24/03/22;EMP;176;124-37.2022;Telefonia fixa;16798,8;DG;20GPC;33903958;ADM TELEFO;PROTO;113;PROTO;estimativo;"EMP17616798;820GPC/33903958-ADM TELEFO-PROTO-113"
24/03/22;EMP;177;124-37.2022;Telefonia fixa;17998,8;DG;20GPC;33903958;ADM TELEFO;PROTO;113;PROTO;estimativo;"EMP17717998;820GPC/33903958-ADM TELEFO-PROTO-113"
24/03/22;EMP;178;124-37.2022;Telefonia fixa;26899,65;DG;20GPC;33903958;ADM TELEFO;PROTO;113;PROTO;estimativo;"EMP17826899;6520GPC/33903958-ADM TELEFO-PROTO-113"
24/03/22;EMP;179;124-37.2022;Telefonia fixa;26899,65;DG;20GPC;33903958;ADM TELEFO;PROTO;113;PROTO;estimativo;"EMP17926899;6520GPC/33903958-ADM TELEFO-PROTO-113"
24/03/22;EMP;180;124-37.2022;Telefonia fixa;5296,5;DG;20GPC;33903958;ADM TELEFO;PROTO;113;PROTO;estimativo;"EMP1805296;520GPC/33903958-ADM TELEFO-PROTO-113"
24/03/22;EMP;181;124-37.2022;Telefonia fixa;11295,5;DG;20GPC;33903958;ADM TELEFO;PROTO;113;PROTO;estimativo;"EMP18111295;520GPC/33903958-ADM TELEFO-PROTO-113"
28/03/22;EMP;184;626-73.2022;Aquisição de arranjos florais;1580;SAO;20GPC;999999999;OUTROS;OUTRO;190;ASPLAN;ordinario;EMP184158020GPC/999999999-OUTROS--190
29/03/22;EMP;190;625-88.2022;Aquisição de motores para pórtão;8000;DG;20GPI;99999999;OUTROS;OUTRO;92;SOMI;ordinario;
28/03/22;EMP;185;626-73.2022;Aquisição de arranjos florais;400;SAO;20GPC;999999999;OUTROS;OUTRO;190;ASPLAN;ordinario;EMP18540020GPC/999999999-OUTROS--190
29/03/22;INF;61;580-34.2022;Assinatura ferramenta pesquisa de preços;8000;;20GPC;33903901;ADM ASSINA;SLC;164;COMAP;ordinario;INF61800020GPC/33903901-ADM ASSINA-SLC-164
27/04/22;EMP;248;648-34.2022;Aquisição de cabina de votação;10296;DG;PLEIT;99999999;OUTROS;OUTRO;298;STI;ordinario;EMP24810296PLEIT/99999999-OUTROS--298
12/04/22;EMP;218;327-96.2022;"Contratação do curso ""Argumentação e Lógica na Linguagem Jurídica""";4500;SAO;CAPAC;33903948;AC CAPPAC;SEDES;5;SEDES;ordinario;EMP2184500CAPAC/33903948-AC CAPPAC-SEDES-5
22/04/22;EMP;241;652-71.2022;Aquisição de bobinas de papel para urnas eletrônicas;15345;DG;PLEIT;99999999;OUTROS;OUTRO;298;STI;ordinario;EMP24115345PLEIT/99999999-OUTROS--298
31/03/22;EMP;200;2110-60.2021;Bolsa Estágio - Nível Superior;190000;PRESI;20GPC;33903607;ADM ESTAGI;SEDES;152;SEDES;estimativo;EMP20019000020GPC/33903607-ADM ESTAGI-SEDES-152
31/03/22;EMP;201;2110-60.2021;Bolsa Estágio - Nível Médio;66000;PRESI;20GPC;33903607;ADM ESTAGI;SEDES;152;SEDES;estimativo;EMP2016600020GPC/33903607-ADM ESTAGI-SEDES-152
31/03/22;EMP;202;2110-60.2021;Auxílio- Transporte de Estagiários;42000;PRESI;20GPC;33903607;ADM ESTAGI;SEDES;152;SEDES;estimativo;EMP2024200020GPC/33903607-ADM ESTAGI-SEDES-152
11/04/22;EMP;213;714-14.2022;Aquisição de coletes - Comissão de Votação Paralela;2699,6;SAO;PLEIT;33903023;FUN MATAUX;SEMAP;268;SEDES;ordinario;"EMP2132699;6PLEIT/33903023-FUN MATAUX-SEMAP-268"
07/04/22;EMP;211;673-47.2022;Aquisição de coletes - Equipe Técnica STI;6074,1;DG;PLEIT;33903023;FUN MATAUX;SEMAP;268;STI;ordinario;"EMP2116074;1PLEIT/33903023-FUN MATAUX-SEMAP-268"
13/04/22;EMP;223;623-21.2022;Aquisição de baterias para urnas eletrônicas;66400;SAO;PLEIT;99999999;OUTROS;OUTRO;298;STI;ordinario;EMP22366400PLEIT/99999999-OUTROS--298
13/04/22;EMP;220;718-51.2022;Prorrogação contrato de limpeza e conservação;122896,25;PRESI;20GPC;33903702;IEF LIMPEZ;SEAD;123;SEADE;global;"EMP220122896;2520GPC/33903702-IEF LIMPEZ-SEAD-123"
18/04/22;EMP;226;368-45.2022;Limpeza de aparelhos de ar condicionado;3100;SAO;20GPC;999999999;OUTROS;OUTRO;190;6ZE;estimativo;EMP226310020GPC/999999999-OUTROS--190
18/04/22;EMP;227;368-45.2022;Limpeza de aparelhos de ar condicionado - patronal;620;SAO;20GPC;999999999;OUTROS;OUTRO;190;6ZE;estimativo;EMP22762020GPC/999999999-OUTROS--190
18/04/22;EMP;228;368-45.2022;Limpeza de aparelhos de bebedouro;300;SAO;20GPC;999999999;OUTROS;OUTRO;190;6ZE;estimativo;EMP22830020GPC/999999999-OUTROS--190
18/04/22;EMP;229;368-45.2022;Limpeza de aparelhos de bebedouro - patronal;60;SAO;20GPC;999999999;OUTROS;OUTRO;190;6ZE;estimativo;EMP2296020GPC/999999999-OUTROS--190
06/04/22;EMP;210;124-37.2022;Serviços de telefonia;8112;DG;20GPC;33903958;ADM TELEFO;PROTO;113;PROTO;estimativo;EMP210811220GPC/33903958-ADM TELEFO-PROTO-113
12/04/22;EMP;215;750-56.2022;Serviços de recepcionistas - 2022;188669,86;PRESI;20GPC;33903701;ADM APOIO;PROTO;110;PROTO;global;"EMP215188669;8620GPC/33903701-ADM APOIO-PROTO-110"
06/04/22;INF;70;750-56.2022;Serviços de recepcionistas - 2023;0;;20GPC;33903701;ADM APOIO;PROTO;110;PROTO;global;INF70020GPC/33903701-ADM APOIO-PROTO-110
20/04/22;EMP;240;530-49.2022;Aquisição de água mineral;1050;DG;20GPC;999999999;OUTROS;OUTRO;190;3ZE;estimativo;EMP240105020GPC/999999999-OUTROS--190
13/04/22;EMP;222;748-86.2022;Confecção de banner;2700;SAO;PLEIT;33903044;DIV MATER;ASCOM;247;ASCOM;ordinario;EMP2222700PLEIT/33903044-DIV MATER-ASCOM-247
13/04/22;EMP;221;748-86.2022;Outdoor para campanhas institucionais;27360;DG;PLEIT;33903990;DIV SERVIC1;ASCOM;248;ASCOM;ordinario;EMP22127360PLEIT/33903990-DIV SERVIC1-ASCOM-248
12/04/22;EMP;216;750-56.2022;HE 50% - Serviços de recepcionistas - 2022;984,8;PRESI;20GPC;33903701;ADM APOIO;PROTO;110;PROTO;global;"EMP216984;820GPC/33903701-ADM APOIO-PROTO-110"
12/04/22;EMP;215;750-56.2022;HE 100% - Serviços de recepcionistas - 2022;3938,4;PRESI;20GPC;33903701;ADM APOIO;PROTO;110;PROTO;global;"EMP2153938;420GPC/33903701-ADM APOIO-PROTO-110"
27/04/22;EMP;246;797-30.2022;Aquisição de coletes - Equipe Ouvidoria;918;SAO;PLEIT;33903023;FUN MATAUX;SEMAP;268;STI;ordinario;EMP246918PLEIT/33903023-FUN MATAUX-SEMAP-268
13/04/22;INF;74;2532-35.2021;Manutenção de elevadores;28107,6;;20GPC;33903916;IEF MANPRE;SOMI;167;SOMI;global;"INF7428107;620GPC/33903916-IEF MANPRE-SOMI-167"
27/04/22;EMP;245;1856-24.2020;Peças para manutenção de veículos;2592,02;SAO;20GPC;33903039;ADM MANVEI;SETRAN;156;SETRAN;ordinario;"EMP2452592;0220GPC/33903039-ADM MANVEI-SETRAN-156"
27/04/22;EMP;244;1856-24.2020;Serviços de manutenção de veículos;440;SAO;20GPC;33903919;ADM MANVEI;SETRAN;161;SETRAN;ordinario;EMP24444020GPC/33903919-ADM MANVEI-SETRAN-161
20/04/22;EMP;239;811-14.2022;Aquisição de material de expediente - eleições;24960;DG;PLEIT;99999999;OUTROS;OUTRO;298;SEALM;ordinario;EMP23924960PLEIT/99999999-OUTROS--298
18/04/22;EMP;231;2475-17.2021;Confeção de chaves e cópias - imóveis;730;SAO;20GPC;33903028;ADM MATMAN;SEAD;122;SEADE;estimativo;EMP23173020GPC/33903028-ADM MATMAN-SEAD-122
18/04/22;EMP;232;2475-17.2021;Abertura de portas de imóveis e troca de segredos;1090;SAO;20GPC;999999999;OUTROS;OUTRO;190;SEADE;estimativo;EMP232109020GPC/999999999-OUTROS--190
18/04/22;EMP;233;2475-17.2021;Confeção de chaves e cópias - veículos;510;SAO;20GPC;999999999;OUTROS;OUTRO;190;SEADE;estimativo;EMP23351020GPC/999999999-OUTROS--190
18/04/22;EMP;234;2475-17.2021;Abertura de portas de veículos e troca de segredos;250;SAO;20GPC;999999999;OUTROS;OUTRO;190;SEADE;estimativo;EMP23425020GPC/999999999-OUTROS--190
18/04/22;EMP;235;1620-38.2021;Serviços terceirizados de motoristas;95934,72;DG;20GPC;33903701;ADM APOIO;SETRAN;159;SETRAN;global;"EMP23595934;7220GPC/33903701-ADM APOIO-SETRAN-159"
18/04/22;EMP;236;1620-38.2021;Diárias sem pernoite - serviços terceirizados de motoristas;5747;DG;20GPC;33903701;ADM APOIO;SETRAN;159;SETRAN;global;EMP236574720GPC/33903701-ADM APOIO-SETRAN-159
18/04/22;EMP;237;1620-38.2021;Diárias com pernoite - serviços terceirizados de motoristas;12375;DG;20GPC;33903701;ADM APOIO;SETRAN;159;SETRAN;global;EMP2371237520GPC/33903701-ADM APOIO-SETRAN-159
27/04/22;EMP;249;698-60.2022;Contratação de BGAN´s;1640270,27;PRESI;PLEIT;33904013;IES SISMOV1;STI ;290;CIE ;global;
20/04/22;INF;78;756-63.2022;Contratação de vigilância armada temporária - SESI;8836,66;;PLEIT;99999999;OUTROS;OUTRO;298;SEALM;ordinario;"INF788836;66PLEIT/99999999-OUTROS--298"
20/04/22;INF;79;2058-64.2021;Transporte de urnas eletrônicas;81299,48;;PLEIT;33903974;UEL TRANSP1;SETRAN;277;SETRAN;global;"INF7981299;48PLEIT/33903974-UEL TRANSP1-SETRAN-277"
28/04/22;EMP;269;868-05.2022;Ressarcimento de servidor;87,2;SAO;20GPC;999999999;OUTROS;OUTRO;190;9ZE;ordinario;"EMP26987;220GPC/999999999-OUTROS--190"
22/04/22;INF;81;369-30.2022;Lavagem de veículos - 6ZE;840;;20GPC;33903919;ADM MANVEI;SETRAN;160;6ZE;estimativo;INF8184020GPC/33903919-ADM MANVEI-SETRAN-160
11/05/22;EMP;268;2872-76.2021;Assinatura do sistema de video-conferência ZOOM;1150;DG;20GPC;999999999;OUTROS;OUTRO;190;SEJUD;ordinario;EMP268115020GPC/999999999-OUTROS--190
26/04/22;INF;83;853-63.2022;Curso de atualização de legislação de pessoal;41820;;CAPAC;33903948;AC CAPPAC;SEDES;5;SEDES;ordinario;INF8341820CAPAC/33903948-AC CAPPAC-SEDES-5
26/04/22;INF;84;324-44.2022;Curso de atualização - Arrecadação de recursos e gastos eleitorais;7840;;PLEIT;33903633;DIV ACOEDU;EJE;251;EJE;ordinario;INF847840PLEIT/33903633-DIV ACOEDU-EJE-251
26/04/22;INF;85;793-90.2022;Curso de Propaganda Eleitoral;4177,45;;PLEIT;33903628;DIV ACOEDU;EJE;250;EJE;ordinario;"INF854177;45PLEIT/33903628-DIV ACOEDU-EJE-250"
27/04/22;EMP;247;938-49.2022;Locação de climatizadores portáteis;7000;DG;PLEIT;99999999;OUTROS;OUTRO;298;SOMI;ordinario;EMP2477000PLEIT/99999999-OUTROS--298
11/05/22;EMP;270;899-37.2022;Ressarcimento de servidor;280;DG;20GPC;999999999;OUTROS;OUTRO;190;5ZE;ordinario;EMP27028020GPC/999999999-OUTROS--190
05/05/22;EMP;252;4-91.2022;Gás de cozinha;2882,5;DG;20GPC;33903004;ADM MATAUX;SEAD;117;SEADE;estimativo;"EMP2522882;520GPC/33903004-ADM MATAUX-SEAD-117"
05/05/22;EMP;252;4-91.2022;Água mineral;11730;DG;20GPC;33903007;ADM MATAUX;SEAD;118;SEADE;estimativo;EMP2521173020GPC/33903007-ADM MATAUX-SEAD-118
27/04/22;INF;89;231-81.2022;Diferença da reforma do PAE - Mâncio Lima;22731,11;;20GPC;999999999;OUTROS;OUTRO;190;SOMI;ordinario;"INF8922731;1120GPC/999999999-OUTROS--190"
